Date;KOMMUNIKATIONSDIENSTE;DISKRETIONAERE KONSUMGUETER;GRUNDBEDARFSGUETER;ENERGIE;FINANZSEKTOR;GESUNDHEITSWESEN;INDUSTRIE;TECHNOLOGIE;MATERIALIEN;IMMOBILIEN;VERSORGUNGSUNTERNEHMEN
02.06.1997;146.6383;151.4715;204.06;179.407;241.831;239.79;199.7856;245.9535;149.7159;;124.8721
01.05.1997;142.8439;146.6231;197.47;173.2086;229.4638;219.55;188.9523;241.7778;144.7076;;121.6951
01.04.1997;135.2769;140.3172;188.22;162.6033;219.5571;207.26;176.1198;223.046;136.7059;;117.3152
03.03.1997;131.1142;135.0712;174.78;161.0448;205.241;191.72;166.4012;200.5728;133.4118;;119.6589
03.02.1997;142.797;137.6812;185.42;153.4785;221.3053;205.85;171.5947;209.6079;139.6692;;124.182
02.01.1997;137.3977;133.7088;177.55;160.9039;213.2513;203.28;171.8885;225.4051;136.3352;;125.7712
02.12.1996;134.3253;130.655;167.8;153.3526;197.3355;183.49;166.8255;198.8113;132.9887;;125.415
01.11.1996;130.1677;136.4191;167.22;152.9099;205.1095;192.12;171.2438;204.2722;136.7212;;126.7862
01.10.1996;122.1126;130.4219;158.72;146.6657;187.463;177.56;160.1406;176.552;130.6489;;124.9718
03.09.1996;119.7517;129.4278;156.39;138.2747;174.8102;176.32;157.6011;174.6478;129.765;;119.4255
01.08.1996;118.708;126.6484;148.1;133.5506;163.9467;163.16;148.1867;157.3867;124.4796;;118.9213
01.07.1996;122.8106;122.5487;149.88;131.7705;158.911;157.55;144.4493;152.0335;121.0463;;117.0822
03.06.1996;133.5838;131.7283;153.98;137.0524;162.6134;165.77;151.482;159.8402;124.2565;;125.3947
01.05.1996;132.7879;134.2656;148.34;135.8593;161.1589;162.91;151.111;165.0947;130.8226;;119.4138
01.04.1996;133.5283;130.4495;140.16;135.3875;158.0805;156.79;147.8291;160.407;132.68;;118.4555
01.03.1996;130.563;127.4539;140.43;131.9512;161.2975;159.9;145.1746;145.9795;132.2557;;121.1843
01.02.1996;134.2853;122.4824;142.42;125.9789;159.7369;160.08;141.7449;153.3211;124.4315;;122.6612
02.01.1996;139.6545;120.5816;140.2;125.7709;157.118;162.88;140.1093;144.2533;124.928;;127.3951
01.12.1995;137.33;118.1869;136.24;125.9723;149.6393;154.5;135.7903;138.7712;117.2692;;125.1925
01.11.1995;132.1986;117.2302;134.41;118.4812;148.4098;146.9;132.4942;146.9347;118.3969;;118.8534
02.10.1995;129.2793;110.3707;128.87;114.0462;138.7491;140.3;123.9523;152.775;111.5261;;118.3338
01.09.1995;128.3542;115.9435;125.68;113.8816;143.2639;136.66;125.2897;147.2396;119.0877;;116.9171
01.08.1995;118.8508;114.5145;117.14;111.7632;134.9062;125.82;122.3469;148.2462;118.7022;;110.377
03.07.1995;113.7016;117.1346;117.71;116.1591;128.0137;126.33;123.7454;148.6167;119.4439;;111.6755
01.06.1995;109.9171;113.3938;117.72;112.481;124.6788;120.74;118.4609;140.0157;116.3165;;112.062
01.05.1995;106.9767;110.4808;115.85;116.718;124.222;115.94;116.6156;128.4254;112.207;;113.7725
03.04.1995;107.744;105.764;111.06;113.3305;115.5591;113.34;114.1249;123.7313;108.9807;;106.7699
01.03.1995;105.4817;107.2018;108.01;110.3387;111.8051;110.58;110.7301;111.9514;107.6217;;103.8918
01.02.1995;105.2402;104.0631;104.98;104.9931;111.6687;107.6;107.1778;106.5845;102.1916;;106.29
03.01.1995;104.6391;100.6469;102.06;101.8128;106.079;106.37;101.8166;99.9065;96.0152;;106.1947
01.12.1994;100;100;100.01;100;100;100;99.8966;100;99.9782;;100.0001
01.11.1994;99.5362;100.2249;98.5;101.2181;99.1044;99.37;95.4834;98.23;96.5963;;100.0382
03.10.1994;106.3482;103.0158;99.75;107.0674;105.5958;98.67;102.0124;100.48;104.8386;;100.5498
01.09.1994;107.2479;102.5186;96.77;99.0555;104.1247;97.69;100.5874;92.23;108.6706;;98.9732
01.08.1994;109.5337;106.9171;97.08;102.0675;112.5095;95.9;104.978;93.95;108.7866;;101.8222
01.07.1994;109.1608;105.4209;90.78;103.3527;108.9552;86.18;102.3068;85.31;102.8406;;101.9385
01.06.1994;107.5354;103.0254;87.54;98.6259;106.6791;85.11;98.8578;81.9;98.0763;;97.208
02.05.1994;106.7211;105.6367;89.87;101.2453;110.127;87.72;101.6048;87.05;100.9786;;100.8025
01.04.1994;105.0519;106.1284;91.18;101.4331;104.7914;82.94;100.9969;84.17;97.0095;;106.6268
01.03.1994;102.7715;106.4778;89.05;96.9394;101.5314;80.42;102.1593;87.58;97.0842;;105.7118
01.02.1994;106.1113;112.8392;92.94;101.2941;106.0203;85.42;107.2047;90.62;101.4365;;111.8045
03.01.1994;112.8094;113.973;93.92;105.116;112.2717;91.05;109.4333;88.27;104.4489;;119.1132
01.12.1993;109.181;110.9579;93.64;100.4044;106.8105;90.72;104.8942;84.08;96.7679;;120.7069
01.11.1993;111.1532;112.4968;92.91;99.4341;104.9486;89.29;100.9399;82.94;93.7349;;119.7959
01.10.1993;117.8459;111.309;92.69;105.8199;108.8454;87.37;100.4962;81.93;91.5528;;127.2661
01.09.1993;117.6665;103.6929;86.77;106.6926;115.7109;82.83;99.488;79.88;88.072;;130.2713
02.08.1993;119.7829;104.3807;89.11;105.8976;113.7953;83.78;101.2912;79.56;91.9865;;132.0648
01.07.1993;115.2698;101.4128;85.98;102.6105;111.0864;80.75;97.984;73.89;89.8782;;127.7898
01.06.1993;113.7864;99.9907;89.19;101.6971;109.1442;87.49;97.2755;78.69;89.6357;;125.3657
03.05.1993;108.3802;102.4211;89.49;102.7922;104.0506;90.87;96.6787;80.75;92.148;;121.6674
01.04.1993;105.0033;98.2347;88.01;101.5781;104.4853;89.06;94.7065;73.99;90.6353;;122.5018
01.03.1993;108.29;104.3681;96.77;100.2476;108.2002;87.4;94.0305;76.91;88.7203;;123.2002
01.02.1993;105.8491;101.5753;96.76;96.6959;104.3543;86.83;91.6872;77.24;88.5816;;122.0605
01.01.1993;99.2464;102.0572;97.59;92.4186;102.3528;93.65;91.147;74.78;87.6543;;115.1641
01.12.1992;98.4988;98.365;99.91;90.3322;99.129;101.91;90.5479;69.8;87.5343;;111.9418
02.11.1992;93.7256;97.9878;100.67;89.6205;95.2558;103.89;88.5531;71.63;86.7848;;109.5492
01.10.1992;91.7373;91.6138;98.81;92.4695;89.5836;101.3;84.6884;68.2;85.1169;;110.6417
01.09.1992;92.7502;89.8031;98.94;97.2186;87.5504;98.74;84.5875;68.49;83.7274;;111.4569
03.08.1992;91.5574;87.792;97.53;97.4653;84.6791;104.45;81.5432;67.71;83.6716;;111.2387
01.07.1992;92.7752;90.1743;96.81;95.5936;88.6352;108.43;84.8284;72.94;88.5503;;113.4362
01.06.1992;87.0917;88.072;91.63;91.5616;86.4742;102.15;83.1209;71.26;87.3323;;106.3726
01.05.1992;85.7218;88.4782;94.34;94.239;84.8789;107.33;85.7967;72.52;89.7098;;106.4406
01.04.1992;88.4887;88.6464;93.4;91.8434;83.4221;107.36;86.8969;73.75;90.4336;;104.1306
02.03.1992;81.9321;88.0846;92.66;83.346;82.5495;107.93;85.017;72.86;85.4287;;101.5298
03.02.1992;81.9542;89.3403;93.81;86.1648;84.1548;113.76;87.459;76.69;85.061;;102.3381
01.01.1992;84.3992;85.5785;93.95;87.8181;81.3086;115.58;85.4053;73.38;82.9966;;104.6766
02.12.1991;88.7316;83.7411;96.97;92.4983;82.7764;124.4;84.801;69.4;81.651;;111.5535
01.11.1991;81.3115;74.4578;84.1;88.7986;72.294;107.22;75.529;65.49;74.783;;106.7864
01.10.1991;84.9356;76.9745;84.21;97.0907;77.6447;110.65;80.5856;68.72;81.5727;;105.3012
02.09.1991;83.5756;78.4397;84.32;95.7029;76.9;105.5;79.0095;68.81;79.3859;;104.0823
01.08.1991;84.5669;80.4548;87.35;96.976;77.4376;107.26;81.4654;69.85;82.2897;;100.7011
01.07.1991;84.2675;78.6101;83.11;96.8219;74.4812;104.52;80.4029;70.29;82.9075;;97.9563
03.06.1991;82.7808;75.4512;78.33;91.5403;70.6256;96.91;79.3201;67.64;79.9132;;94.3685
01.05.1991;82.8526;79.9739;82.84;96.153;75.7599;101.18;83.6479;73.95;82.2323;;97.3098
01.04.1991;84.2649;74.1628;80.44;97.826;72.3596;97.44;77.4175;71.66;75.2551;;97.8864
01.03.1991;84.5262;73.4016;82.11;95.4039;72.0005;98.02;77.4508;74.27;73.0687;;98.8904
01.02.1991;83.1354;70.5628;77.88;95.4843;68.1656;93.56;77.2451;77.03;73.3338;;97.6309
01.01.1991;81.244;65.9192;71.49;88.0767;61.6513;85.7;73.4649;73.54;70.5695;;94.0947
03.12.1990;82.2424;60.5701;70.07;90.3355;57.5564;82.82;67.3063;65.1;67.1912;;96.173
01.11.1990;82.533;59.0017;67.4;91.6127;54.7082;81.41;64.2083;62.49;63.7943;;96.3294
01.10.1990;83.4692;53.7494;64.06;89.9655;46.7379;74.54;60.9695;57.04;59.4992;;95.4307
03.09.1990;79.9806;55.6609;60.95;93.059;51.0227;73.37;62.6917;59.51;61.5012;;88.0812
01.08.1990;77.2778;60.8913;63.41;95.8949;58.624;76.37;68.4296;62.15;66.5079;;87.4128
02.07.1990;85.3013;69.5859;68.39;98.2423;67.0097;82.8;78.2896;71.03;74.9837;;94.8867
01.06.1990;89.0981;73.7784;67.71;89.8316;70.4184;80.36;79.4063;76.71;72.668;;94.6927
01.05.1990;95.0158;74.2659;65.34;91.9414;72.8911;77.01;79.8915;78.17;75.1465;;94.7064
02.04.1990;87.5295;67.0759;59.29;86.6224;64.9943;68.25;74.3988;69.51;69.9059;;90.362
01.03.1990;90.8501;69.6803;58.62;90.0657;68.0326;68.07;76.0295;70.16;73.5638;;95.7007
01.02.1990;86.508;67.6796;55.44;89.8149;70.2617;65.86;73.0145;67.64;72.4368;;97.4278
01.01.1990;86.9819;66.4592;56.33;88.2383;68.0792;67.78;71.372;65.28;72.0015;;98.4278
01.12.1989;99.895;71.2064;62.34;91.6243;76.137;72.56;75.0333;64.79;78.0729;;103.7602
01.11.1989;93.4112;71.7038;60.65;85.8439;78.9554;72.05;73.0433;66.21;75.9326;;99.5334
02.10.1989;91.3613;72.2083;59.15;82.9222;79.2267;68.8;71.4513;67.58;74.4741;;97.1081
01.09.1989;92.5653;75.8623;58.94;82.4169;82.7629;;75.2777;70.68;78.7969;;95.7063
