Date;KOMMUNIKATIONSDIENSTE (.SPLRCL);DISKRETIONÄRE KONSUMGÜTER(.SPLRCD);GRUNDBEDARFSGÜTER(.SPLRCS);ENERGIE(.SPNY);FINANZSEKTOR(.SPSY);GESUNDHEITSWESEN(.SPXHC);INDUSTRIE(.SPLRCI);TECHNOLOGIE(.SPLRCT);MATERIALIEN(.SPLRCM);IMMOBILIEN(.SPLRCR);VERSORGUNGSUNTERNEHMEN(.SPLRCU)
09.04.2003;90.71;190.142;193.31;180.1525;294.5551;331.43;188.1112;226.5;114.5866;84.94;94.4704
08.04.2003;92.52;187.2788;192.88;180.3521;292.2834;331.35;190.8462;228.85;116.444;85.13;94.9489
07.04.2003;94.28;189.8636;194.11;182.3078;296.5918;331.89;190.5562;227.53;117.6661;85.49;95.1867
04.04.2003;94.37;189.9407;192.8;184.3012;295.7713;327.8;189.3649;231.21;116.277;84.39;93.8405
03.04.2003;94.52;188.2105;192.84;182.7207;295.3832;324.57;189.5891;230.09;115.5537;85.11;94.4294
02.04.2003;97.51;187.0309;192.08;185.9106;292.0943;326.1;189.7715;219.7;116.6854;85.14;94.2381
01.04.2003;94.5;186.9323;193.76;186.318;294.2779;327.71;184.438;218.97;114.0631;83.91;93.6031
31.03.2003;91.53;180.9761;189.91;183.1058;286.312;327.18;181.9392;225.42;113.0568;82.25;93.978
28.03.2003;93.27;179.8388;190.25;186.8392;280.0679;327.8;184.7112;228.65;115.2363;83.31;94.1305
27.03.2003;94.24;183.1871;192.2;185.6718;285.6832;323.08;186.5737;230.31;114.7988;83.47;93.5941
26.03.2003;94.69;184.9095;194.26;184.5068;286.9296;321.76;187.1282;231.73;116.4659;84.52;94.3332
25.03.2003;94.16;185.2226;193.87;184.3072;288.2941;321.15;188.7238;228.9;117.3467;84.09;92.9447
24.03.2003;92.76;185.7967;194.75;182.3001;289.4845;319.65;186.9739;238.95;116.6035;82.66;95.0359
21.03.2003;96.5;182.4808;193.89;185.5335;287.6912;316.42;194.2734;235.74;121.3095;85.35;93.6833
20.03.2003;94.78;191.5202;199.43;185.6847;297.9132;321.22;188.4435;235.07;116.9341;84.11;92.9236
19.03.2003;95.52;185.543;195.43;184.6943;290.431;319.1;188.3574;236.26;117.2576;83.51;93.0926
18.03.2003;94.47;183.8501;196;183.8865;289.6785;316.97;186.137;235.01;117.4633;82.3;91.9932
17.03.2003;94.58;182.0252;193.02;181.6016;285.5664;311.24;184.8538;224.1;115.0817;82.1;90.0884
14.03.2003;91.31;182.3936;194.21;179.1877;284.8111;310.48;178.435;223.98;111.5053;80.07;89.5712
13.03.2003;90.24;174.3511;189.2;179.4413;275.4325;307.83;176.7148;212.5;110.9002;80.21;88.5901
12.03.2003;86.03;173.8437;189.01;177.8499;274.3622;315.43;171.0227;210.09;106.1989;78.82;88.0601
11.03.2003;84.18;165.8246;185.58;180.6573;263.0401;316.97;169.5145;210.89;105.9774;78.91;88.3656
10.03.2003;85.04;165.0926;184.43;181.1418;263.2188;311.55;171.9868;216.04;106.8889;78.96;90.2888
07.03.2003;89.11;166.9082;182.72;183.6716;267.4961;313.24;176.9523;215.68;109.2079;79.9;90.2713
06.03.2003;88.61;171.035;185.84;183.2201;277.7704;313.29;175.3841;217.56;108.1187;79.77;90.0706
05.03.2003;90.94;168.2517;185.47;183.8838;275.1436;317.35;177.0166;215.31;110.3345;80.72;89.1901
04.03.2003;90.13;169.8695;186.96;181.5172;279.1692;317.1;176.105;217.91;109.964;79.99;89.9815
03.03.2003;91.52;168.0913;187.76;182.525;275.6158;320.06;179.0667;221.67;112.4735;81.35;89.4803
28.02.2003;91.87;173.0945;189.88;181.0629;279.8054;318.47;179.7452;218.22;113.0981;80.96;89.4901
27.02.2003;92.17;175.1502;191.38;180.443;281.746;320.19;179.3455;215.52;112.9779;81.11;89.0053
26.02.2003;91.41;173.4718;192.4;180.8041;280.9461;315.65;177.083;222.45;112.4169;80.49;90.7356
25.02.2003;93.3;171.0583;191.31;180.986;276.5705;311.21;179.121;221.98;112.0165;80.92;90.0121
24.02.2003;92.07;172.9946;193.35;181.4923;280.2044;314.98;177.4189;226.28;112.4756;79.89;90.5224
21.02.2003;92.66;170.3326;191.59;180.852;278.237;313.9;181.646;223.66;115.2085;80.65;89.8197
20.02.2003;91.74;175.0515;194.49;177.4391;284.4262;312.26;179.3201;224.71;113.2414;79.81;89.3565
19.02.2003;96.62;171.9839;192.48;178.1783;281.041;315.93;181.0585;226.59;114.3423;79.87;89.7738
18.02.2003;99.03;173.6085;194.58;178.0002;283.3303;309.29;180.8221;218.72;115.7967;79.36;88.8366
14.02.2003;97.5;175.9624;196.27;175.8256;284.7295;318.62;178.0902;210.96;113.4943;78.53;87.5163
13.02.2003;94.46;172.6862;195.03;174.1221;280.1726;310.62;174.5942;210.28;113.3445;78.74;86.3029
12.02.2003;95.36;167.907;191.95;173.5241;273.9871;311.26;175.974;213.06;112.6999;78.57;89.2279
11.02.2003;97.32;169.7681;191.73;177.2359;272.5122;307.3;178.2793;213.04;113.6022;79.09;91.0246
10.02.2003;99.05;171.1111;191.83;178.3467;275.741;304.6;179.5985;209.48;114.6508;80;90.5841
07.02.2003;99.51;171.1843;194.91;176.2124;279.3292;295.33;179.2098;212.94;114.1792;79.16;92.0906
06.02.2003;100.3;170.5327;193.43;177.9843;277.1021;298.17;180.6209;213.59;114.5865;79.27;92.729
05.02.2003;101.7;172.7829;195.2;179.6904;279.5928;294.4;181.7307;214.67;116.0099;79.49;94.2507
04.02.2003;102.17;172.5644;196.87;181.4528;283.7388;293.34;182.1145;218.01;116.3596;79.12;95.3785
03.02.2003;102.05;173.0634;197.83;180.4959;285.729;296.22;184.3684;216.44;116.9937;78.56;94.5028
31.01.2003;100.25;177.121;197.61;178.3825;292.8942;302.32;183.1117;218.73;116.5588;79.35;93.8601
30.01.2003;97.61;176.7303;197.1;174.9534;291.304;298.37;179.8412;226.69;114.91;77.77;95.3071
29.01.2003;99.72;174.7036;192.49;177.727;286.7599;299.16;183.356;223.22;117.6058;78.96;95.2826
28.01.2003;98.57;179.5061;196.17;171.8286;293.2953;294.8;183.352;219.61;117.2683;78.16;92.8448
27.01.2003;99.04;177.9158;198.36;168.2894;292.8267;298.67;181.1385;222.38;116.1098;77.81;95.9448
24.01.2003;98.39;175.7357;197.65;173.3707;289.6925;301.09;183.1482;231.8;119.3588;78.36;98.3163
23.01.2003;102.07;178.8879;200.48;177.0474;293.7434;300.05;188.0348;224.21;122.4061;80.05;97.1641
22.01.2003;107.28;183.3798;204.53;176.9011;304.6496;295.51;184.98;225.71;120.7832;79.51;98.1065
21.01.2003;107.09;179.696;206.62;178.236;301.2185;297.02;189.2147;227.14;122.278;79.17;99.784
17.01.2003;109.25;182.3453;208.26;182.4052;305.7567;295.09;193.6;239.69;124.6545;79.89;100.7038
16.01.2003;112.44;187.2418;210.55;184.29;310.9832;300.28;195.4201;244.42;125.8256;80.9;100.8477
15.01.2003;114.91;189.3487;211;182.8484;312.0583;296.49;195.4237;249.61;124.6955;81.41;101.0607
14.01.2003;117.89;189.8025;207.91;183.3619;314.3811;299.39;198.3755;246.34;127.0227;82.18;100.5823
13.01.2003;115.63;192.4596;210.03;182.4954;319.2655;301.4;197.9371;247.93;126.6337;82.11;103.0027
10.01.2003;115.19;191.8719;209.94;183.1854;316.4183;294.11;198.4475;245.87;127.0132;82.91;103.7339
09.01.2003;116.3;192.0297;208.94;185.2926;315.6977;291.19;199.1628;238.04;125.8961;84.04;103.5905
08.01.2003;115.51;191.1956;208.97;182.159;316.0011;293.67;196.2372;244.68;123.9561;83.47;102.7882
07.01.2003;121.08;185.6277;206.51;183.0479;310.1405;298.77;199.0866;240.15;127.1293;84.39;105.2535
06.01.2003;122.39;187.824;207.56;189.6505;313.4667;301.18;201.0303;232.48;127.8507;85.55;100.8666
03.01.2003;113.82;188.2711;209.08;186.6839;316.2388;298.84;198.1685;230.63;125.5248;84.31;100.0826
02.01.2003;113.52;185.182;208.12;186.7955;307.1662;300.71;198.754;220.17;125.5657;83.45;97.7592
31.12.2002;107.78;189.1863;208.56;183.1347;307.1758;300.75;192.5043;221.06;122.6859;82.48;97.6764
30.12.2002;108.47;182.7533;204.62;182.6906;296.9093;302.48;191.391;223.9;122.2386;82.46;96.7079
27.12.2002;108.91;181.7238;204.75;181.973;297.7736;307.28;191.0662;226.83;121.4476;81.59;98.0072
26.12.2002;111.39;179.3445;203.68;185.5205;295.4906;307.04;194.0835;228.5;123.389;82.03;97.2621
24.12.2002;111.24;182.5946;205.94;186.4183;301.4445;301.57;194.2332;230.47;122.8303;81.92;97.1888
23.12.2002;112.73;181.9655;205.48;187.9525;301.7578;307.06;195.3967;227.05;123.3668;81.69;97.8147
20.12.2002;112.41;183.1364;205.75;187.4041;304.4059;304.14;195.566;225.62;123.6155;81.57;96.7291
19.12.2002;109.58;184.9812;204.91;184.5741;305.4104;298.21;192.9511;227.35;121.5089;81.33;97.2526
18.12.2002;110.45;183.0036;202.39;186.3068;299.5195;305.13;194.0283;234.52;122.8754;81.93;97.4748
17.12.2002;111.87;184.251;204.57;187.5417;301.8684;312.8;195.0573;236.21;124.5021;82.27;96.8448
16.12.2002;111.23;186.9674;204.83;189.2983;306.8451;311.54;197.1034;228.54;125.6037;83.38;95.7463
13.12.2002;107.21;189.8134;207.05;185.4689;308.6181;311.96;192.0687;235.86;121.1437;82.32;94.8741
12.12.2002;107.03;185.1937;205.72;185.9543;300.1295;314.09;195.7044;236.1;122.2294;82.52;94.2888
11.12.2002;106.9;189.2531;206.12;185.4252;303.8284;314.98;196.7853;234.51;123.4009;82.46;93.5862
10.12.2002;107.25;189.3551;207.58;186.0855;305.2168;315.54;195.8307;229.23;122.093;83.31;92.4962
09.12.2002;106.97;189.8856;209.04;183.4899;305.0108;319.49;193.592;240.97;121.1407;83.96;91.6768
06.12.2002;111.55;186.867;205.56;186.5315;299.7446;319.65;197.6548;239.84;124.1234;83.91;91.4918
05.12.2002;109.74;192.9383;206.76;184.6506;305.7296;319.95;196.2619;244.32;122.7846;84.26;92.0062
04.12.2002;111.76;192.6668;204.71;184.1259;303.4501;320.43;199.4358;249.92;124.1775;84.37;94.4449
03.12.2002;112.63;194.3758;207.31;185.15;308.7374;316.05;199.6449;258.03;124.9027;84.72;93.097
02.12.2002;116.41;194.5205;203.81;183.5572;309.708;318.97;202.8105;257.34;126.0646;85.44;94.251
29.11.2002;116.67;200.8202;202.89;183.1898;313.4617;323.47;202.2095;258.45;128.3861;84.85;94.3097
27.11.2002;116.58;200.3307;204.15;182.6453;314.3491;320.52;202.3217;249.61;125.8054;84.93;93.7148
26.11.2002;112.39;201.36;205.25;178.3399;315.7619;317.39;196.2053;256.09;121.5278;84.3;96.3828
25.11.2002;116.24;194.3421;202.48;181.9674;306.6326;308.58;199.4663;252.28;122.8559;84.77;96.0365
22.11.2002;113.58;198.6658;203.93;180.4997;315.1049;307.99;199.474;253.04;121.385;84.69;93.0948
21.11.2002;113.98;197.4864;206.02;183.8697;316.4199;304.17;200.8802;241.26;123.1668;84.17;92.1804
20.11.2002;109.71;197.1116;205.97;184.1169;317.7586;308.33;192.911;231.07;118.425;82.87;91.532
19.11.2002;105.82;192.7485;208.91;181.685;310.9313;313.68;189.5867;235.17;117.4217;82.74;91.6352
18.11.2002;107.01;190.3819;208.88;181.7119;303.5845;312.87;189.1421;237.65;117.1905;82.54;91.8247
15.11.2002;107.77;193.9749;207.03;180.9356;302.7131;310.11;190.8906;238.5;118.75;82.95;90.2528
14.11.2002;105.08;197.3352;208.63;179.4751;308.5619;307.92;191.4956;228.17;118.5737;82.96;88.6402
13.11.2002;103.54;195.8849;206.71;174.2171;305.5613;310.22;189.3039;224.66;114.8032;80.99;87.7437
12.11.2002;105.76;191.1069;204.37;178.0303;296.7237;312.84;188.9888;218.05;115.2514;82.75;89.6277
11.11.2002;104.41;190.1141;200.92;177.9124;298.0643;315.63;188.3825;226.48;113.2613;81.6;90.5091
08.11.2002;108.47;187.0781;206.79;181.0938;295.2679;311.99;193.597;229.94;116.7593;81.99;93.5031
07.11.2002;108.23;191.2949;207.93;181.0448;299.1952;314.09;195.7673;239.08;118.5484;82.57;97.6467
06.11.2002;110.59;192.8172;209.54;184.5752;300.9967;317.07;199.9701;234.47;121.5116;83.11;96.0748
05.11.2002;111.46;197.3637;209.54;184.4375;311.163;317.61;196.6242;235.92;118.1645;82;96.1909
04.11.2002;111.3;196.067;211.12;179.7965;310.9752;316.77;195.0445;225.97;117.3335;82.22;93.1553
01.11.2002;108.93;193.1516;208.1;182.1149;309.3903;317.85;193.7721;220.27;117.3921;80.48;92.3664
31.10.2002;104.18;193.9049;212.18;177.5631;306.7783;316.84;190.3686;218.98;114.9443;80.17;92.717
30.10.2002;105.16;191.0849;210.51;180.3924;302.4577;317.9;191.0135;212.41;115.2006;80.36;90.8498
29.10.2002;101.62;192.0123;212.27;174.7561;304.7307;316.12;190.886;215.9;114.8048;80.17;91.2619
28.10.2002;104.75;195.0244;211.99;181.2823;302.1559;317.9;192.0724;217.17;115.4841;80.76;89.751
25.10.2002;101.91;195.1075;208.88;182.0501;305.0024;320.3;195.115;210.08;117.0844;82;88.3678
24.10.2002;102.19;198.7298;213.51;182.7728;306.0692;321.66;193.2742;214.42;114.2968;80.43;88.4162
23.10.2002;101.7;195.0745;212.55;185.5086;299.2504;316.09;196.7413;207.8;117.7093;79.44;86.2103
22.10.2002;103.62;197.6403;215.05;183.3542;304.4914;321.51;195.077;211.6;118.1945;79.73;87.8364
21.10.2002;98.48;194.5943;215.18;188.2076;304.0821;323.11;197.6046;206.79;120.6543;81.53;82.8611
18.10.2002;97.23;195.7221;218.79;188.267;306.632;324.93;192.0628;202.91;117.0143;81.34;82.1537
17.10.2002;96.11;191.4438;213.65;188.5161;302.7773;324.15;192.9534;194.34;117.6276;82.05;80.6496
16.10.2002;92.99;189.0858;211.5;184.502;302.4562;320.81;187.1622;208.33;114.2389;80.5;84.0217
15.10.2002;94.84;187.7372;210.95;188.0515;294.0647;320.93;191.738;194.34;117.2634;81.55;83.3615
14.10.2002;90.6;191.4075;215.79;182.0143;298.9897;321.84;182.6257;193.57;111.5218;78.77;84.1915
11.10.2002;90.85;181.6453;213.69;178.5796;278.5926;319.5;183.5555;182.08;112.0921;80.15;83.0364
10.10.2002;85.94;180.8918;210.7;175.3282;277.2391;314.64;175.2206;172.88;107.1516;77.66;77.2695
09.10.2002;82.06;172.4551;207.38;170.6544;264.0009;319.49;168.7604;174.74;102.5535;74.19;84.5448
08.10.2002;82.61;167.9055;206.85;172.9613;250.2362;317.14;175.7421;174.73;106.9036;76.58;88.3499
07.10.2002;84.26;174.2547;209.02;174.9559;261.5913;322.13;173.5543;176.25;105.3833;77.43;88.9894
04.10.2002;86.76;170.2545;204.95;176.0581;251.1813;324.62;178.5119;181.96;108.1788;80.56;92.8082
03.10.2002;86.57;177.2288;205.02;178.4942;259.7902;327.16;183.4097;185.45;109.9151;82.28;94.2468
02.10.2002;82.27;178.9931;207.44;176.4871;267.6546;320.32;184.5462;189.69;110.0716;81.85;96.387
01.10.2002;83.4;180.9797;206.97;180.6108;279.1879;316.84;191.6075;180.12;115.934;83.66;94.4158
30.09.2002;79;184.5594;209.48;172.6224;290.3596;315.42;183.4124;187.23;109.4748;83.37;93.4203
27.09.2002;80.99;179.5149;203.53;176.5927;278.0069;312.4;185;190.93;110.8696;83.81;95.1038
26.09.2002;85.26;185.6231;205.18;181.7523;278.5558;315.6;192.8247;194.31;114.2535;85.12;91.5646
25.09.2002;84.86;192.2852;211.59;174.1528;287.2748;312.16;190.5194;186.01;112.9103;85.01;89.1757
24.09.2002;84.17;186.9492;207.23;170.2953;278.8973;316.05;186.0878;187.68;110.1766;85.28;91.9133
23.09.2002;86.42;183.0187;204.85;174.3813;273.0777;318.84;190.5399;194.31;114.6687;86.21;94.6851
20.09.2002;87.29;186.5239;207.95;175.1352;279.1777;312.49;192.9579;194.36;117.0804;87.14;96.6555
19.09.2002;86.76;191.9539;208.8;174.1606;279.4867;317.68;191.6915;202.74;114.7435;85.64;98.5249
18.09.2002;90.29;189.9432;209.16;178.3707;280.3683;320.48;195.7254;205.6;117.5855;86.91;95.9538
17.09.2002;91.1;195.5417;214.79;177.9674;290.5373;324.98;197.5826;208.86;118.4772;88.13;99.6039
16.09.2002;91.91;195.8377;215.42;184.4971;293.1526;324.84;200.0935;212.19;120.7911;88.71;100.6461
13.09.2002;92.02;198.7396;221.13;183.0205;299.41;323.73;197.958;210.97;121.4664;89.12;98.9366
12.09.2002;92.86;197.9985;218.31;181.2476;300.0089;319.81;202.401;219.2;122.5492;88.39;101.9026
11.09.2002;94.84;195.4131;216.76;185.7659;297.9766;320.6;206.3537;220.24;125.1479;89.13;101.5037
10.09.2002;92.06;200.8255;220.49;186.597;306.3817;313.59;206.0545;215.57;124.418;89.35;103.9063
09.09.2002;90.41;200.8695;220.56;182.7256;307.6141;306.35;204.4623;213.72;123.1071;89.47;104.2353
06.09.2002;89.45;197.806;219.64;183.6291;310.0521;302.46;202.4732;205.9;122.0296;89.47;104.4618
05.09.2002;87.33;196.2794;216.43;180.6254;305.1915;298.03;199.3715;213.74;119.164;89.37;104.7633
04.09.2002;89.27;189.6276;216.57;180.9232;300.9061;302;203.6187;208.63;122.7714;89.57;105.0044
03.09.2002;86.24;192.9438;216.28;180.1005;305.3526;293.9;200.6373;218.48;121.9851;89.2;108.8043
30.08.2002;92.02;189.2939;215.2;188.9828;299.9686;294.39;208.8283;223.6;125.9259;90.79;109.6745
29.08.2002;94.02;196.5349;220.03;187.6009;315.4256;303.11;208.5128;220.38;124.5328;90.31;111.186
28.08.2002;93.81;196.5682;218.34;189.2673;314.6823;303.35;211.1967;227.22;124.4892;91.14;111.8919
27.08.2002;96.54;195.2193;221.16;194.3392;313.6496;304.42;215.1006;235.28;128.1985;90.19;113.6626
26.08.2002;97.85;197.8058;223.27;194.5159;319.7962;295.07;215.6177;235.34;127.9957;89.81;111.4723
23.08.2002;96.1;201.0213;223.63;191.9689;322.4449;296.02;215.2465;244.08;126.142;88.93;113.3158
22.08.2002;99.1;199.8331;223.31;195.1776;318.6327;307.89;219.6314;241.12;128.1668;88.71;111.4964
21.08.2002;98.46;205.1746;226.25;190.7689;325.2931;302.51;217.2622;234.52;126.5698;88.61;108.3688
20.08.2002;95.76;202.8918;225.79;189.1646;321.2631;293.59;215.4037;239.68;125.4972;88.15;108.1519
19.08.2002;99.35;199.6024;225.45;194.179;319.8308;294.34;218.0646;231.53;127.3646;88.12;106.4637
16.08.2002;95.14;201.1504;226.71;193.1818;324.6911;296.54;212.4353;226.71;124.6754;88.2;108.2146
15.08.2002;92.21;195.1644;225.71;195.1723;316.238;295.62;213.0962;224.33;126.9651;87.22;108.1807
14.08.2002;92.55;196.2514;226.28;190.8371;318.299;304.18;210.7594;210.41;127.4148;86.5;105.2069
13.08.2002;87.87;188.1305;227.81;183.8205;314.9358;303.43;205.9759;215.94;125.5165;85.48;108.0901
12.08.2002;89.31;178.9074;221.29;187.1834;303.5971;310.16;211.951;216.8;127.4203;86.72;106.2015
09.08.2002;89.18;180.7751;222.72;187.8796;311.1532;308.22;213.3296;219.21;128.3702;86.39;105.5779
08.08.2002;88.54;183.4681;223.39;185.6234;314.3966;306.71;212.8029;211.12;126.7851;88;104.0999
07.08.2002;85.75;182.6378;222.3;177.6986;310.8487;312.38;206.5536;205.73;124.0344;87.57;103.1709
06.08.2002;86.55;181.0908;217.04;174.47;296.3175;312.2;201.8823;195.94;121.3693;85.98;99.7772
05.08.2002;86.16;178.6394;213.15;168.8673;292.014;310.09;194.4194;203.96;117.0746;85.81;101.0885
02.08.2002;91.19;172.568;212.6;175.1638;283.1502;306.66;201.4555;210.21;120.7137;87.39;103.2895
01.08.2002;90.91;177.6781;216.09;176.6409;294.1945;307.26;209.295;221.23;126.4355;88.3;105.5372
31.07.2002;93.67;185.5495;216.08;189.8451;302.6858;310.17;213.7215;224.7;126.8315;89.71;103.9737
30.07.2002;88.58;191.6097;217.94;185.7725;309.6752;302.13;213.2793;221.66;126.7888;89.68;96.4014
29.07.2002;87.75;192.6809;213.76;188.0964;305.0718;315.56;211.0755;207.16;132.0162;89.18;94.8987
26.07.2002;84.25;193.2087;216.64;179.6512;303.9285;315.11;198.8056;204.91;124.9983;84.39;96.4718
25.07.2002;83.82;182.9249;209.59;175.5301;285.3984;315.22;194.6372;220.05;124.5705;81.36;93.3208
24.07.2002;83.36;180.5145;208.68;176.6111;277.6469;318.38;194.1497;208.8;121.9583;80.31;85.7301
23.07.2002;81.27;184.3283;204.76;163.8346;278.5029;326.7;184.498;218.69;114.221;79.44;93.8046
22.07.2002;85.82;173.3697;196.37;164.7762;263.6254;324.2;187.7541;228.63;115.7783;81.32;95.7659
19.07.2002;95.15;176.0794;194.58;176.0909;278.5665;331.36;193.4593;236.12;120.9839;82.34;101.041
18.07.2002;99.54;180.7144;192.5;187.6863;288.9355;321.86;201.3603;241.24;126.6222;84.93;104.2624
17.07.2002;101.68;187.9918;203.17;189.9728;295.4284;317.04;206.911;237.9;128.5827;86.91;105.4349
16.07.2002;102.98;191.2158;208.3;187.6565;305.7471;320.3;204.0211;240.92;127.8394;88.14;108.6807
15.07.2002;103.11;192.1945;206.37;190.9177;308.2475;315.16;208.43;235.76;130.0813;87.78;107.1444
12.07.2002;103.07;199.811;211.53;195.8942;313.2536;318.3;210.4492;234.62;133.2728;88.84;110.834
11.07.2002;105.31;199.9129;212.51;198.7719;314.5215;317.22;209.5259;227.07;134.1028;89.47;107.3254
10.07.2002;102.21;203.2106;217.13;203.6497;317.2135;306.22;208.9363;233.27;136.0896;90.96;113.575
09.07.2002;104;203.1872;221.05;212.8927;314.2084;316.33;216.4161;236.73;140.1102;92.91;117.1715
08.07.2002;106.58;210.5914;225.78;215.7918;324.5955;315.88;221.4106;246.36;141.5043;93.82;118.3037
05.07.2002;106.78;215.2426;231.15;217.4805;333.6783;316.36;224.5286;231.5;142.0656;94.85;117.0383
03.07.2002;103.46;218.4371;230.02;212.4277;334.9226;305.66;215.0113;222.68;138.2762;94.08;117.8401
02.07.2002;100.92;211.0125;226.64;212.5731;323.1018;295.09;215.4759;230.24;138.7446;94.91;120.5063
01.07.2002;103.84;206.4674;228.49;216.4491;326.0812;289.14;219.4726;241.38;142.4574;96.12;122.9281
28.06.2002;107.67;211.1221;230.6;217.576;331.5825;301.45;223.2871;242.24;142.9441;97.62;120.5685
27.06.2002;104.47;217.166;228.52;215.1363;336.9351;302.81;223.8866;236.68;141.2824;96.5;120.3093
26.06.2002;102.66;216.9481;230.27;212.2623;334.9497;312.25;220.0915;234.77;139.4499;95.96;121.587
25.06.2002;104.23;214.474;229.08;212.4219;326.9864;304.53;219.659;242.72;140.7307;97.26;122.6231
24.06.2002;107.06;216.98;227.94;213.6144;333.468;301.55;224.9121;237.22;140.5068;96.46;124.8421
21.06.2002;108.32;219.7418;233.67;211.9127;336.2283;289.31;223.5629;243.6;139.7895;96.63;124.2508
20.06.2002;107.34;218.0788;236.79;213.4049;336.2443;282.24;228.1298;250.32;142.308;96.6;126.8098
19.06.2002;108.19;222.4926;239.52;212.1511;339.7472;273.22;230.005;262.09;141.6029;96.23;128.1049
18.06.2002;113.94;227.9613;239.45;215.1893;345.6831;256.94;232.9768;264.84;142.4345;96.38;126.9021
17.06.2002;113.8;229.9195;240.01;215.9201;350.2277;257.95;230.7334;256.16;141.4375;97.77;124.8014
14.06.2002;111.2;229.5414;240.49;210.3677;348.8985;264.01;224.7776;256.09;138.9261;96.93;125.9133
13.06.2002;113.96;223.525;237.07;211.2251;334.2623;274.78;226.4037;260.51;139.6195;97.29;124.6938
12.06.2002;114.99;225.0775;238.48;211.7149;331.3218;288.4;227.9475;253.79;141.5613;96.99;123.4339
11.06.2002;113.91;228.5778;240.69;209.6241;338.6209;281.99;225.7299;259.39;140.469;96.88;124.1374
10.06.2002;116.87;229.7343;239.2;210.9491;337.1698;283.53;228.4582;261.01;142.2825;96.8;123.9542
07.06.2002;117.8;231.8143;239.88;214.0865;343.6482;288.61;227.4779;268.24;141.9245;95.71;124.3544
06.06.2002;116.56;229.2465;239.91;212.2948;341.5113;285.22;226.7502;274.6;141.9532;96.12;127.6009
05.06.2002;120.83;228.5246;239.96;214.0058;341.1933;279.77;231.1933;270.91;144.3357;96.57;129.4792
04.06.2002;121;232.7312;243.8;213.8446;347.3873;294.29;228.5582;265.07;142.6394;97.27;127.674
03.06.2002;120.15;229.9303;240.71;213.9999;344.4039;308.57;229.5343;274.82;143.4208;96.72;132.7905
31.05.2002;123.14;231.7525;240.31;218.2077;346.6822;312.63;237.2112;278.97;146.2082;97.18;133.0763
30.05.2002;123.76;236.3004;243.36;215.8787;354.3534;301.34;236.1441;276.6;145.1575;97.13;134.99
29.05.2002;124.24;233.6964;240.27;219.8469;353.0731;300.86;236.7265;282.87;146.3424;97.65;139.5691
28.05.2002;125.97;235.4636;239.34;219.0415;354.5956;308.78;239.5985;285.44;147.6417;97.68;140.1439
24.05.2002;124.7;236.5168;239.21;220.8517;354.6472;319.2;242.4637;293.06;148.4931;97.18;140.3594
23.05.2002;127.55;239.8042;241.77;223.4815;358.5579;327.59;245.1871;290.37;150.0511;96.79;139.164
22.05.2002;124.24;241.0175;243.86;221.4619;361.1315;319.95;240.345;287.02;148.0033;95.49;135.5724
21.05.2002;123.44;239.9513;243.75;218.1654;357.6811;314.82;240.0577;295.11;147.4093;95.59;134.6929
20.05.2002;122.62;240.7416;241.22;218.6908;357.6572;319.44;243.2144;303.02;147.3534;96.34;131.8389
17.05.2002;124.24;245.7177;242.71;221.2153;360.0444;318.68;246.9071;300.83;148.3522;96.44;133.59
16.05.2002;125.63;247.3954;244.95;222.0855;366.6162;329.82;242.5345;296.67;147.6687;96.05;136.7898
15.05.2002;122.04;245.3585;244.73;219.2527;364.64;333.99;240.2983;297.16;148.3604;96.27;138.9297
14.05.2002;121.34;243.8709;243.27;223.3885;361.1531;336.72;240.9389;283.03;148.0286;95.71;138.0458
13.05.2002;118.35;243.4489;244.93;222.113;362.4391;335.97;235.514;270.51;146.0276;94.42;138.7637
10.05.2002;114.34;235.7148;246.03;216.987;356.7981;328.13;233.3557;280.93;144.9232;93.99;141.457
09.05.2002;118.73;232.4086;243.94;217.7667;350.8254;327.94;237.7032;290.84;145.7418;94;142.4584
08.05.2002;121.18;236.7422;244.09;220.5453;356.0148;326.46;242.9257;260.28;145.3477;95.16;141.3644
07.05.2002;116.04;239.2398;244.31;215.8043;359.4829;328.1;233.1198;259.93;143.8562;95.01;144.1012
06.05.2002;117.02;234.4125;244.28;215.8999;349.4498;340.08;233.0459;267.01;142.6238;95.08;145.0372
03.05.2002;119.01;232.1216;244.77;223.1892;351.363;335.07;238.8719;275.36;143.4748;95.97;145.1715
02.05.2002;121.8;237.3048;245.14;222.6129;359.2737;333.74;239.2335;283.97;142.8215;96.44;145.9068
01.05.2002;123.24;240.2048;246.91;220.7513;361.367;342.13;238.5233;285.9;140.2584;95.32;146.4356
30.04.2002;118.82;240.6812;244.96;218.0075;357.4905;339.54;236.8702;282.5;139.7566;94.13;144.388
29.04.2002;116.72;236.8779;241.38;216.6747;355.5338;342.11;231.556;281.58;136.9606;93.46;144.655
26.04.2002;122.05;235.6837;239.93;217.2699;350.9842;351.7;236.0595;292.22;139.3968;93.63;147.3285
25.04.2002;124.54;239.1294;240.14;219.2948;353.9728;351.93;239.3185;290.34;138.8689;93.87;151.0952
24.04.2002;123.33;243.1646;241.39;217.3985;355.7477;352.42;241.8312;295.63;139.5821;94.03;152.2244
23.04.2002;122.59;243.0089;242.18;221.9636;359.173;351.23;243.1555;302.49;140.6041;93.77;150.8797
