Date;KOMMUNIKATIONSDIENSTE (.SPLRCL);DISKRETIONÄRE KONSUMGÜTER(.SPLRCD);GRUNDBEDARFSGÜTER(.SPLRCS);ENERGIE(.SPNY);FINANZSEKTOR(.SPSY);GESUNDHEITSWESEN(.SPXHC);INDUSTRIE(.SPLRCI);TECHNOLOGIE(.SPLRCT);MATERIALIEN(.SPLRCM);IMMOBILIEN(.SPLRCR);VERSORGUNGSUNTERNEHMEN(.SPLRCU)
29.02.2012;129.35;343.8636;340.55;562.4662;200.8099;426.74;319.7767;475.17;233.8387;135.74;176.2673
28.02.2012;129.49;341.3759;341.2;557.3638;198.3458;427.03;321.5106;471.1;237.9792;136.05;176.4728
27.02.2012;129.07;342.1151;340.31;563.1415;199.2745;426.25;321.8434;470.6;237.521;137.27;177.1289
24.02.2012;128.96;339.755;339.24;563.982;198.9594;426.33;322.0495;468;237.2853;137.49;177.4672
23.02.2012;129.08;338.8205;339.39;565.6637;197.2569;420.49;322.1439;465.86;237.3058;137.36;176.6255
22.02.2012;128.25;339.0369;338.56;563.4877;198.136;420.76;321.6998;467.93;237.0002;135.71;176.9809
21.02.2012;128.87;337.3346;337.05;560.7351;196.2479;419.02;321.9891;465.96;237.6411;136.76;176.6663
17.02.2012;128.14;338.624;337.73;559.6233;198.7818;413.95;321.0346;466.26;236.3282;138.53;177.1145
16.02.2012;127.35;339.6834;339.2;555.0342;199.0121;412.49;319.4457;459.07;235.926;138.46;177.3447
15.02.2012;126.52;336.8567;339.1;553.5348;197.7414;418.35;316.7847;461.96;232.0342;137.2;175.352
14.02.2012;127.17;335.0812;336.85;546.7717;194.6261;419.05;321.2522;460.95;232.0345;137.99;176.3984
13.02.2012;127.28;336.7489;337.65;548.5251;195.7725;419.79;322.2859;458.27;234.9668;139.69;176.0982
10.02.2012;126.24;337.0464;336.44;547.4057;197.8636;417.92;318.5553;461.37;234.504;138.15;176.6375
09.02.2012;126.99;334.6132;335.38;542.9827;195.9974;420.06;321.2477;456.94;238.6857;139.48;176.8696
08.02.2012;127.07;336.205;336.17;548.7206;197.9785;417.95;321.0772;453.97;238.3639;140.44;177.292
07.02.2012;127.09;335.5759;334.68;549.0132;198.7529;417.56;320.3043;452.57;237.8872;140.22;177.3416
06.02.2012;127.08;334.7774;334.69;552.0317;197.2333;416.01;320.3528;452.47;238.5647;140.31;176.1307
03.02.2012;126.66;333.4191;334.52;549.3374;197.4075;415.78;321.1294;446.23;239.6956;141.03;176.7942
02.02.2012;125.71;333.8867;334.51;543.2922;198.3613;415.71;315.7285;445.11;236.4511;139.01;176.3698
01.02.2012;125.59;327.3557;333.25;533.5094;193.194;418.44;315.9666;441.01;237.5798;138.87;176.9455
31.01.2012;124.71;327.6586;332.32;530.9505;192.3083;418.44;312.5208;440.19;235.123;138.09;176.2813
30.01.2012;124.49;326.6537;329.84;528.5337;189.1868;420.01;313.7901;438.73;235.0311;137.19;175.5204
27.01.2012;123.74;326.9118;329.93;533.0608;188.4048;417.25;314.9557;438.17;235.0657;138.6;176.3883
26.01.2012;124.61;327.4688;331.45;535.3352;190.3108;418.2;315.3751;440.86;234.8152;138.32;178.7853
25.01.2012;126.99;328.2003;334.05;537.5577;189.6247;416.86;315.992;436.58;235.2301;137.51;178.2418
24.01.2012;126.6;328.4687;335.3;544.7788;191.3449;414.31;312.2561;436.14;231.5379;135.8;175.3626
23.01.2012;128.3;326.3476;331.97;539.0991;190.8771;415.5;312.0922;434.49;231.4672;134.89;176.7639
20.01.2012;129.31;325.2019;333.45;540.5398;191.2583;417.32;312.9283;433.45;231.6005;134.4;176.2874
19.01.2012;129.11;325.8762;334.11;536.999;190.7285;417.84;314.0718;430.55;232.2987;134.09;175.8553
18.01.2012;128.92;328.3939;333.32;536.4263;189.4206;416.64;311.29;423.64;232.3099;133.34;177.3505
17.01.2012;128.48;325.3474;332.73;534.2462;187.7931;418.36;308.3772;420.84;229.7052;132.52;177.4005
13.01.2012;127.96;320.3528;332.65;526.3033;184.7114;416.1;307.1789;423.86;228.4546;131.63;177.3477
12.01.2012;128.07;318.8677;331.28;522.4722;186.163;417.81;309.4812;422.2;229.9005;131.14;177.6038
11.01.2012;127.7;319.8173;331.6;524.3577;187.6695;413.82;306.8016;421.34;226.4924;131.93;177.9478
10.01.2012;126.78;318.8256;331.81;528.8386;186.8766;413.97;305.8839;419.42;224.2294;130.83;178.6933
09.01.2012;126.22;318.4539;333.88;535.8881;185.0643;414.42;301.7904;420.5;220.3128;129.02;178.4472
06.01.2012;126.28;316.5071;332.64;532.0584;181.4893;414.34;299.5375;420.04;219.8143;129.31;178.1233
05.01.2012;128.54;316.5299;332.16;529.0381;180.5803;416.09;299.7422;417.91;219.9891;129.94;179.1394
04.01.2012;129.19;315.9856;334.36;531.9097;181.6094;413.34;299.8572;416.83;219.2552;128.75;178.8813
03.01.2012;129.91;313.7104;334.97;535.1601;179.1213;413.07;298.4119;409.93;217.9454;130.97;179.8583
30.12.2011;129.82;311.4747;335.68;534.3821;180.0617;415.08;292.3209;411.77;211.7123;130.15;182.9776
29.12.2011;129.57;308.5797;335.54;520.8059;175.2326;414.89;294.0068;407.99;211.7848;130.75;184.1771
28.12.2011;128.46;310.2728;337.43;521.6151;176.3266;414.83;290.3693;412.3;209.4791;129.49;182.7258
27.12.2011;129.33;307.008;335.11;515.623;173.5336;412.75;294.648;411.76;214.2894;131.27;183.8258
23.12.2011;128.89;310.7114;336.82;525.4901;176.3427;410.02;295.1721;407.44;214.3074;130.61;182.3957
22.12.2011;127.68;310.0981;336.96;524.4722;177.5457;410.02;292.4868;403.44;212.2675;129.94;181.1545
21.12.2011;126.64;306.7024;333.94;520.2923;176.2448;411.66;290.0788;411.46;210.3375;127.94;180.9992
20.12.2011;126.1;305.787;334.76;514.419;172.6962;410.79;289.4594;399.23;209.7042;127.6;178.3591
19.12.2011;123.77;304.75;331.12;508.5218;171.7029;410.85;279.9238;403.63;201.7918;123.35;174.6823
16.12.2011;124.69;296.4435;325.01;489.2;165.3663;407.3;282.9946;402.68;205.6781;124.73;176.0884
15.12.2011;124.13;300.1097;326.39;497.3992;169.3157;406.4;281.6803;404.03;204.2522;123.78;176.6361
14.12.2011;123.86;299.7153;326.15;493.0176;168.454;406.11;279.7466;411.13;202.9559;122.12;174.2914
13.12.2011;124.65;299.1882;322.99;494.1771;168.4478;405.21;282.9112;414.93;205.3767;121.35;175.7088
12.12.2011;124.76;302.7755;324.67;507.9781;168.9587;407.47;286.1693;421.06;208.9527;122.62;174.7641
09.12.2011;125.1;308.8701;325.64;510.61;171.4853;401.9;291.3964;414.48;213.6696;125.31;176.454
08.12.2011;123.92;309.8044;328.12;522.9123;176.0363;401.9;285.0918;420.79;211.2671;122.61;174.0205
07.12.2011;126.14;304.9402;325.01;511.581;172.0988;403.13;291.8695;420.37;217.8121;125.51;176.6209
06.12.2011;125.88;311.2822;328.31;525.0262;178.7296;399.33;292.3689;420.52;217.6566;124.15;177.1607
05.12.2011;125.51;309.8029;327.94;528.8497;176.6444;404.12;291.8408;415.47;216.0315;124.23;176.7665
02.12.2011;124.6;310.4489;327.22;528.4743;176.7866;403.68;288.6871;416.08;213.909;123.58;175.3386
01.12.2011;124.64;307.8044;325.91;522.3231;173.1385;403.68;288.9588;413.67;215.5077;123.65;177.1787
30.11.2011;125.14;305.4571;326.62;522.7598;170.8191;400.49;289.6246;397.8;216.8371;125.15;177.5913
29.11.2011;121.19;305.3886;327.6;526.4086;172.4625;398.14;275.4839;400.53;204.7427;119;172.8177
28.11.2011;120.33;295.9334;320.01;498.9932;161.8224;395.22;275.6266;386.87;204.359;119.17;170.909
25.11.2011;117.82;295.4207;316.89;491.4834;162.7934;387.11;266.9553;389.43;197.1958;116.79;168.704
23.11.2011;118.11;286.7172;312.09;474.5117;158.134;388.29;267.3538;399.01;198.0348;116.06;167.9292
22.11.2011;120.65;287.8438;311.48;478.5202;157.4402;388.24;273.6258;399.6;203.6839;119.22;170.5406
21.11.2011;121.17;294.0606;315.06;492.8065;162.1231;383.91;275.828;407.47;205.2108;119.79;172.728
18.11.2011;122.45;294.2425;314.84;497.5601;163.6302;384.75;282.2933;410.22;208.6277;123.09;174.8025
17.11.2011;122.71;298.8513;319.76;506.0912;167.8688;385.32;281.2189;419.56;207.7688;121.98;173.6971
16.11.2011;123.34;299.24;318.43;508.5341;166.9717;389.84;286.369;425.85;213.9903;124.45;174.7296
15.11.2011;125.34;304.3157;319.97;519.5521;170.5371;384.53;290.7793;420.38;219.1629;126.28;177.0302
14.11.2011;124.77;310.3119;322.64;527.6006;174.8905;391.41;289.1067;423.07;218.9515;124.99;176.7225
11.11.2011;126.12;309.2082;321.38;528.3964;174.1613;389.05;290.9919;414.3;220.9127;127.88;178.8132
10.11.2011;124.9;311.3654;323.52;534.8903;177.7743;387.25;284.2571;413.94;215.8198;124.53;176.3878
09.11.2011;123.75;303.7292;319.92;525.2492;173.9106;386.59;281.2849;429.56;213.8207;124.37;175.2872
08.11.2011;126.18;300.94;317.15;516.1948;172.945;391.47;292.4221;424.66;224.4713;130.56;179.2033
07.11.2011;125.78;312.2589;324.6;539.1515;182.9013;391.14;289.4442;421.91;221.9966;129.02;178.3505
04.11.2011;124.75;308.8943;321.32;531.9559;179.4437;377.06;288.9264;424.25;220.3379;128.58;177.2273
03.11.2011;125.74;307.4976;319.18;528.1507;178.6481;375.45;290.9743;414.19;220.6226;130.34;178.2029
02.11.2011;123.72;308.5395;320.81;528.904;181.1921;365.52;284;409.57;216.1649;128.76;176.1563
01.11.2011;122.15;304.5997;316.92;516.0533;177.8824;367.24;278.9917;421.55;211.4662;126.32;173.3005
31.10.2011;124.16;301.1636;314.36;501.7398;173.0166;367.24;287.774;429.52;217.029;131.06;176.7834
28.10.2011;126.31;308.0648;319.89;517.8538;181.5763;372.96;295.1022;428.31;226.5257;132.54;177.9271
27.10.2011;125.74;312.8149;324.03;541.8516;188.8591;372.12;295.1778;415.32;224.9234;131.71;179.0589
26.10.2011;122.65;314.8675;324.67;539.316;189.2708;379.39;282.7547;413.6;213.5639;125.7;175.3279
25.10.2011;121.33;306.7424;320.65;519.2714;178.2811;380.17;280.7302;420.8;209.5087;124.2;174.1849
24.10.2011;123.51;307.8351;317.81;507.8618;174.8675;384.58;286.4692;412.79;214.9108;126.37;176.3886
21.10.2011;124.6;314.8741;321.48;518.2518;180.4218;391.46;281.6186;407.36;210.0075;123.47;177.1164
20.10.2011;123.59;310.5193;323.3;512.3649;176.5723;390.74;276.3039;409.38;204.7862;119.37;174.251
19.10.2011;123.74;302.0549;318.35;503.1654;172.4885;393.38;274.5682;418.61;202.8664;118.49;173.258
18.10.2011;124.45;300.7191;316.84;499.8505;169.4344;386.89;277.9706;414.4;209.1013;120.28;173.0771
17.10.2011;123.43;305.1291;317.95;504.5019;172.3832;381.65;270.0947;421.88;204.1402;116.02;171.8745
14.10.2011;124.32;299.6422;315.53;489.7391;164.224;392.54;277.5493;413.1;210.6656;119.17;172.32
13.10.2011;123.63;305.5225;318.45;498.1675;169.9015;388.9;272.6639;409.03;205.4256;116.12;170.8534
12.10.2011;122.85;300.3368;316.15;480.9672;167.5328;384.41;275.1239;406.86;206.5038;117.35;170.8081
11.10.2011;121.68;300.8589;316.51;482.4591;171.6143;387.54;271.6392;404.3;204.5036;115.33;171.0472
10.10.2011;122.93;297.7073;313.92;478.7706;167.1533;382.99;270.6717;390.91;204.1619;117.49;172.8774
07.10.2011;120.36;296.8362;314.68;478.5365;167.26;380.63;261.1668;392.99;196.0016;111.69;169.4706
06.10.2011;120.77;286.7378;309.86;458.0976;159.0847;388.33;262.392;386.46;199.0441;114.86;168.7692
05.10.2011;120.1;287.2402;308.08;463.7654;165.1433;395.98;256.8726;377.55;194.1397;111.89;166.0881
04.10.2011;120.46;280.9617;304.96;456.5037;159.9813;394.82;251.36;369.66;186.3453;112.5;166.0366
03.10.2011;119.8;275.8948;304.32;441.7517;158.0822;386.24;245.0376;378.19;179.7834;108.47;166.814
30.09.2011;122.01;267.5813;302.2;428.2481;151.846;380.76;252.6218;389.25;184.5464;113.25;170.7663
29.09.2011;123.37;275.5344;306.71;442.7854;159.0532;388.42;261.2133;390.81;191.6217;116.86;172.6808
28.09.2011;122.35;283.5775;310.33;455.4745;164.8458;383.09;257.517;396.38;191.5796;115.04;170.0791
27.09.2011;123.12;286.0209;307.3;449.196;160.2962;376.06;263.8836;392.02;200.5928;118.01;171.6527
26.09.2011;121.67;290.8171;312.73;463.1203;165.0986;375.75;259.6967;387.05;196.5652;117.23;171.2226
23.09.2011;119.86;288.5205;310.74;456.2434;164.4252;376.99;253.3767;383.06;190.6633;115.51;169.8062
22.09.2011;119.02;282.378;305.21;440.5704;157.4811;374.04;250.7962;395.68;191.3298;114.35;168.1684
21.09.2011;121.22;277.8938;305.54;444.0171;155.6763;380.46;260.6415;400.84;202.4575;117.4;171.2607
20.09.2011;123.77;287.3268;311.39;468.8608;160.474;377.14;271.5235;402.26;211.9995;123.89;174.2641
19.09.2011;123.16;296.2657;316.98;488.2884;168.8117;377.37;273.4566;402.46;214.1657;123.67;171.9408
16.09.2011;124.48;298.0362;316.56;491.324;169.2284;376.71;276.1629;398.52;217.2756;126.4;172.736
15.09.2011;122.98;298.1549;319.4;498.6109;174.0035;378.06;274.7176;391.59;216.5025;125.2;170.9721
14.09.2011;121.89;295.2099;317.77;499.0037;173.6581;368.81;269.5471;385.31;212.9467;123.1;168.7103
13.09.2011;121.31;290.1381;313.76;489.2126;169.3236;369.29;264.9234;380.66;209.6337;122.26;167.4343
12.09.2011;119.92;285.4353;309.97;483.0135;167.2655;365.39;259.9881;375.94;206.3376;121.96;166.5109
09.09.2011;119.15;282.1356;309.38;481.8184;166.2213;359.6;259.6247;384.79;207.9538;121.52;165.1103
08.09.2011;120.54;278.8636;308.94;479.2781;164.2105;356.1;266.7037;386.31;214.7774;125.61;168.5335
07.09.2011;121.24;286.5984;316.02;495.3822;169.5605;367.73;270.7489;376.01;217.3634;126.81;168.6796
06.09.2011;119.86;290.4992;316.6;501.5005;173.5139;372.47;262.6592;377.83;211.7074;122.05;167.0196
02.09.2011;121.14;283.1032;311.75;483.8406;165.5523;369.7;265.9449;387.33;213.1237;122.25;167.9869
01.09.2011;122.47;284.2514;313.03;489.4001;168.5303;376.19;274.3507;391.57;218.3554;125.2;169.9351
31.08.2011;123.68;292.3059;317.26;502.1244;175.5566;370.78;278.8417;391.39;221.2474;126.79;170.9822
30.08.2011;125.73;296.1399;318.5;506.5157;179.8333;365.03;276.9711;390.4;220.6828;125.24;169.7448
29.08.2011;124.5;294.364;317.58;503.2127;177.6723;364.34;274.7708;379.85;218.8543;124.76;169.784
26.08.2011;122.98;293.1985;316.92;501.5694;178.9854;372.23;266.2844;371.3;212.5232;121.2;166.5497
25.08.2011;122.77;284.9543;311.31;487.6222;171.8247;382.1;261.263;377.17;208.1648;119.32;166.7246
24.08.2011;124.85;279.0354;308.94;479.2743;170.1073;378.75;266.1656;374.34;210.2127;121.68;169.2895
23.08.2011;123.21;284.5784;313.78;490.2373;170.8863;382.17;261.0269;360.17;207.4464;120.04;166.0005
22.08.2011;120.04;279.9681;312.51;488.1269;166.1941;380.39;252.1241;357.71;200.5771;117;163.0076
19.08.2011;119.04;269.6449;305.76;466.7542;160.969;376.82;251.2062;367.82;200.6381;116.68;163.2008
18.08.2011;120.61;268.7593;304.86;469.3311;163.0415;373.29;254.9508;388.33;203.5642;118.95;164.4644
17.08.2011;123.75;272.5062;306.59;477.215;166.1751;369.94;270.2163;391.64;216.096;124.76;166.5791
16.08.2011;121.76;286.7034;312.14;505.9552;174.9481;368.58;271.166;395.71;215.5645;124.36;165.2155
15.08.2011;122.1;287.553;309.81;503.6471;173.9014;379.7;275.2659;388.92;218.8025;124.86;165.715
12.08.2011;119.31;288.8101;309.42;512.3373;177.3073;384.01;270.5239;386.67;215.4987;120.97;160.1492
11.08.2011;119.89;284.7153;305.03;495.5295;171.7476;374.92;265.6894;370.13;214.1581;121.17;161.1384
10.08.2011;116.95;281.379;302.03;492.2046;173.8283;373.98;254.1622;385.76;204.1792;115.22;154.6079
09.08.2011;120.24;269.2197;293.02;468.0045;163.5809;382.45;267.2684;368.97;211.1322;118.76;157.8521
08.08.2011;115.22;281.536;304.08;486.3886;176.0981;385.31;255.4904;391.61;199.3528;108.85;152.9348
05.08.2011;121.74;268.5714;297.47;464.8762;162.7417;382.8;274.3269;393.9;215.0056;118.93;161.7771
04.08.2011;121.27;287.7629;309.29;506.8136;180.7915;381.44;274.1395;412.33;215.4976;121.27;160.3815
03.08.2011;125.38;287.369;304.34;507.4365;183.9782;371.9;289.6844;407.29;230.8234;127.59;165.7411
02.08.2011;124.16;302.0025;313.92;544.3963;194.0278;367.62;287.4724;416.69;229.8309;128.16;165.9441
01.08.2011;126.53;300.01;312.19;547.4865;193.0183;374.04;297.7133;417.35;236.7691;131.97;168.6523
29.07.2011;125.38;311.4243;316.26;562.5379;198.5241;369.76;299.2529;420.85;237.5888;134.67;168.147
28.07.2011;125.91;313.2105;317.34;563.024;199.1836;358.48;300.7046;420.34;240.3218;134.44;169.8231
27.07.2011;128.8;314.5824;319.32;569.5961;199.6922;357.96;303.336;433.1;240.8288;134.56;171.0398
26.07.2011;129.31;316.2033;319.25;573.6201;199.6047;358.96;311.7512;431.3;246.5061;138.31;171.6413
25.07.2011;129.11;321.8873;322.61;584.2892;204.3628;371.38;317.931;431.93;249.1125;138.12;172.2666
22.07.2011;130.89;322.4953;323.45;587.2682;204.7121;371.15;318.3842;426.95;249.7307;139.85;171.8093
21.07.2011;131.52;324.4908;326.71;590.0907;206.4492;372.08;321.5047;424.7;250.817;139.2;172.7752
20.07.2011;130.93;323.1952;327.23;587.3447;206.998;365.38;316.839;426.53;247.9441;137.72;170.1567
19.07.2011;130.98;319.4749;325.03;575.9856;201.9964;362.54;316.0687;415.33;247.9972;137.04;169.1776
18.07.2011;129.95;321.3286;326.3;577.8734;199.8516;346.38;312.0901;416.68;244.5798;134.61;167.8084
15.07.2011;131;315.0948;321.56;568.3029;197.1747;361.56;315.6202;410.31;247.4872;135.77;169.4114
14.07.2011;131.51;318.4794;323.6;570.8381;199.9267;348.46;315.4511;414.24;245.1353;134.26;169.1477
13.07.2011;132.47;318.2338;322.81;557.7956;200.4216;367.78;318.5433;413.15;247.3778;135.56;169.9054
12.07.2011;132.63;320.6689;324.28;560.583;201.9848;364.92;317.3567;417.01;245.3452;136.9;170.3132
11.07.2011;132.83;319.0295;324.18;556.7653;201.6498;379.44;320.6455;424.64;246.1828;136.4;169.5288
08.07.2011;134.36;320.3661;325.31;558.5038;202.2188;379.01;326.645;426.64;251.3425;139.03;171.4398
07.07.2011;134.78;326.7867;327.71;570.1453;208.0569;387.95;330.5433;420.71;253.0536;139.71;172.0267
06.07.2011;134.79;328.8142;328.82;574.113;210.8062;394.71;327.2151;418.66;249.3529;137.9;171.4341
05.07.2011;135.81;324.4866;326.74;566.4199;207.5419;396.39;325.523;418.01;248.445;137.25;171.0987
01.07.2011;136.09;325.4383;324.84;567.4273;208.6895;396.96;327.4724;410.91;248.1698;136.55;172.1171
30.06.2011;134.34;324.1569;325.08;564.8649;210.4465;403.93;321.8602;405.06;245.9348;134.06;170.0266
29.06.2011;133.23;317.89;322.66;559.4647;206.8722;407.19;316.5571;402.03;242.6852;133.52;169.4014
28.06.2011;132.41;314.9959;319.81;551.1433;206.0805;411.6;315.0986;396.92;239.0056;131.95;168.6468
27.06.2011;131.52;313.6905;318.42;545.1285;201.8457;412.19;310.5804;391.44;234.8217;131;167.8811
24.06.2011;130.12;307.9399;317.41;530.7962;201.0217;406.12;307.7972;398.73;234.4798;129.86;166.5996
23.06.2011;131.13;304.2044;316.02;527.0493;198.7669;407.56;311.5682;395.33;235.8319;130.1;166.2312
22.06.2011;131.41;307.2927;318.27;537.401;200.1439;403.88;312.4503;398.61;236.0163;132.69;167.6601
21.06.2011;132.09;306.0881;321.3;543.6846;202.1026;407.11;314.3084;391;236.9129;133.35;168.819
20.06.2011;131.03;308.5568;323.42;546.0288;203.4402;409.07;309.4482;389.68;230.9336;132.25;168.692
17.06.2011;130.31;302.4843;323.87;536.2435;200.6721;409.53;306.9769;390.74;229.0967;130.83;167.7592
16.06.2011;129.31;299.8845;321.62;534.249;200.8178;408.39;305.7896;392;229.1772;129.44;166.701
15.06.2011;129.12;297.8324;319.87;535.6401;198.9856;408.18;304.9005;399.36;231.3507;128.43;165.3546
14.06.2011;130.81;298.4607;317.37;534.2414;197.8617;414;309.4181;394.19;236.7798;130.81;167.4037
13.06.2011;130.06;302.941;322.17;546.4304;202.2939;415.68;303.9013;394.25;232.3967;128.79;166.7328
10.06.2011;129.2;297.7679;318.86;535.7792;201.2672;415.97;303.6619;400.22;233.6875;128.4;166.0986
09.06.2011;130.13;298.2449;317.8;543.1978;199.1971;414.85;308.4386;399.9;236.6461;131.66;167.0567
08.06.2011;130.24;303.8413;321.43;553.605;200.6247;416.15;306.2838;403.22;232.9618;132.95;166.9745
07.06.2011;130.01;301.5215;319.74;546.8382;198.2589;410.93;308.5896;404.71;235.2112;133.48;166.7425
06.06.2011;130.33;303.9941;319.71;544.5403;200.1394;409.55;308.8695;407.51;234.4582;131.43;166.526
03.06.2011;131.63;303.6172;320.37;545.2213;200.5324;409.34;311.2593;413.33;236.6818;133.54;167.3303
02.06.2011;133.85;306.6227;321.91;556.4942;204.5965;403.47;315.3787;412.83;239.7997;132.97;168.5205
01.06.2011;134.43;310.9213;324.86;556.3173;205.9943;401.23;314.1205;422.04;239.4903;133.76;168.9859
31.05.2011;136.34;311.6333;328.55;557.3072;205.6652;406.25;324.5294;415.55;247.0492;137.88;170.8395
27.05.2011;135.38;318.9123;332.13;570.4715;213.0939;406.58;321.2789;413.46;244.5009;135.58;169.6816
26.05.2011;135.03;316.8479;329.15;564.6013;211.0466;409.1;319.9658;411.21;242.0149;135.59;169.5258
25.05.2011;134.21;315.8557;328.15;563.4526;209.3543;406.62;318.8633;409.33;241.6182;133.81;169.6659
24.05.2011;135.11;313.3284;327.64;560.4726;208.3435;402.49;316.3972;411.01;238.2987;133.18;170.1758
23.05.2011;134.47;313.2876;329.89;552.4447;208.2403;401.61;318.3976;417.33;237.186;132.55;170.4711
20.05.2011;135.35;314.9544;330.23;545.137;208.5516;401.01;322.7852;420.34;239.5531;134.27;172.5319
19.05.2011;135.45;317.9318;332.5;553.3166;211.3613;406.41;326.039;419.77;241.9404;135.82;172.5759
18.05.2011;134.6;320.9795;333.63;554.7693;214.5125;402.8;323.8532;416.66;241.8186;135.57;172.2262
17.05.2011;134.21;319.9205;331.9;554.0798;214.3853;401.29;320.2997;417.36;236.8424;134.03;172.807
16.05.2011;133.81;316.2772;331.25;543.3603;213.3382;408.54;324.4176;423.79;239.4255;134.32;171.5443
13.05.2011;134.91;315.8346;330.34;544.2258;211.817;404.59;325.7143;429.02;240.3201;133.69;171.5364
12.05.2011;135.65;320.3942;330.48;548.6409;212.0793;404.33;329.4238;426.37;243.6272;135.33;172.2881
11.05.2011;134.78;322.5849;330.71;550.9873;215.25;403.39;329.1873;429.83;243.5536;135.3;170.8332
10.05.2011;135.97;319.8371;326.37;551.3379;215.4372;405.94;332.8669;426.2;250.398;137.14;171.2245
09.05.2011;134.5;322.4776;326.76;568.0615;218.3386;409.8;330.321;425.32;248.6607;135.16;168.9874
06.05.2011;134.12;318.4934;324.94;565.4025;216.297;410.66;328.884;424.08;244.8812;134.36;168.5783
05.05.2011;133.82;318.0098;323.74;556.4591;216.6938;416.37;326.3838;426.18;243.0991;135.25;167.6984
04.05.2011;135.59;317.9567;322.97;554.4353;215.9664;411.45;328.3881;427.37;246.1575;135.61;168.9427
03.05.2011;135.93;318.5442;325.67;567.2491;218.4534;411.12;333.0327;428.08;250.4042;136.26;169.3637
02.05.2011;133.94;319.7513;325.92;576.3074;220.5168;411.34;334.1808;429.83;252.8841;137.24;168.2401
29.04.2011;134.14;321.3803;324.95;590.2049;219.6737;410.78;334.5622;429.39;254.4841;137.09;168.1138
28.04.2011;135.01;320.3836;324.45;598.0166;220.4899;412.17;333.4574;429.54;253.9108;138.33;167.7657
27.04.2011;134.75;320.5103;323.68;589.101;220.9421;416.25;332.3466;427.51;253.25;136.85;166.5269
26.04.2011;132.98;319.1377;321.25;590.0417;219.1778;419.67;330.312;424.25;252.825;136.08;165.2402
25.04.2011;131.07;315.5837;319.61;590.1116;217.7879;420.57;324.5399;423.32;250.2123;134.74;163.8449
21.04.2011;131.38;314.7529;317.79;583.387;216.5626;417.33;325.4926;419.34;251.8875;133.89;163.74
20.04.2011;130.99;315.4092;318.84;586.7363;216.8619;417.2;324.802;409.66;249.186;133.11;163.4468
19.04.2011;130.42;313.4099;318.8;582.9844;215.6483;416.75;320.0536;408.14;246.1825;131.55;161.6384
18.04.2011;130.5;308.073;316.96;570.4991;215.0979;417.52;317.2517;411.03;241.9193;130.42;161.6283
15.04.2011;132.27;307.2903;316.5;564.3503;214.3107;413.73;321.5367;412.73;245.0083;131.85;163.0231
14.04.2011;131.42;310.1908;318.65;573.0635;217.2667;415;320.3726;414.03;243.4458;130.13;161.2589
13.04.2011;131.11;308.3462;317.04;567.8758;217.1349;412.6;320.4434;411.19;242.7288;128.34;160.436
12.04.2011;131.44;309.1231;315.06;564.4717;218.9965;410.12;321.2086;414.88;244.2506;128.43;159.8937
11.04.2011;132.17;308.0921;314.85;562.9299;220.7184;407.7;323.7102;415.54;247.582;128.86;160.2604
08.04.2011;132.2;308.5792;314.02;580.2699;221.5801;410.32;324.0055;418.06;250.6625;128.91;162.4705
07.04.2011;131.86;308.8109;312.26;591.1783;221.7012;410.62;326.7529;417.81;252.2348;129.99;162.8551
06.04.2011;131.87;310.5431;313.17;589.1321;223.6343;411.75;328.31;414.81;252.6981;131.08;163.6447
05.04.2011;132.69;311.5842;312.87;587.9687;224.6244;407.59;327.7161;415.12;254.77;131.45;162.4194
04.04.2011;133.36;312.2599;311.66;593.5705;222.0935;407.78;329.1262;417.27;251.9429;131.5;162.9506
01.04.2011;133.06;311.0595;311.29;591.5534;222.3226;405.73;328.7351;417.63;250.2012;131.65;163.0756
31.03.2011;133.25;310.6349;310.67;591.6612;222.484;401.1;325.8041;418.69;249.3608;131.23;161.9186
30.03.2011;133.28;308.3963;308.85;589.3144;220.7084;396.67;324.6274;418.01;248.3353;130.41;162.3804
29.03.2011;131.45;309.599;309.52;591.3412;221.6947;396.13;323.2203;415.36;245.8792;129.2;160.4425
28.03.2011;129.56;306.3246;307.68;586.6736;220.0676;396.13;320.859;417.64;243.4551;128.25;159.032
25.03.2011;127.76;303.5046;306.32;580.6866;219.3864;394.8;320.9734;417.02;244.6203;128.27;159.5705
24.03.2011;126.77;306.7796;306.43;581.423;220.0557;391.31;319.9463;410.39;243.3366;127.74;159.5631
23.03.2011;125.67;306.0896;306.31;576.1071;219.5919;387.66;316.7707;407.99;242.2854;126.94;158.9994
22.03.2011;125.43;301.7248;303.8;574.6329;218.52;392.28;315.6757;409.02;238.9166;128.34;159.0564
21.03.2011;124.74;299.2011;302.92;573.3018;219.1687;388.65;318.1807;401.4;239.4093;129.54;158.9393
18.03.2011;125.01;301.5522;303.7;574.8745;220.3363;386.85;311.7549;400.92;235.3317;127.98;156.9317
17.03.2011;123.84;297.2546;299.9;558.6305;218.9556;387.21;309.5512;397.07;234.0732;127.09;156.3692
16.03.2011;121.27;297.4409;297.79;560.8207;216.4941;387.75;304.727;408.12;230.0902;125.74;156.0693
15.03.2011;123.05;296.0838;296.08;544.2109;213.5567;385.92;310.9897;414.57;234.6818;127.96;158.7163
14.03.2011;124.33;301.1387;300.35;554.358;217.68;385.7;314.3481;416.2;235.0277;128.88;161.7303
